,Unnamed: 0,model,lineupNum,team,player_name,concatNameTeam,NBA_Stats_ID,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,DDpts,DDreb,DDast,DDblk,DDstl,#ofDDig,DoubDoub,TripDoub,ActFP
2338,7410,A_pydfs_0.40_Exp,927,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
6131,7421,A_pydfs_0.40_Exp,928,ORL,Evan Fournier,Evan FournierORL,203095,Evan Fournier,ORL,26,1,1,0,39,18,8,15,53.3,2,7,28.6,0,0,0.0,1,2,3,5,0,0,0,2,29.1,0,0,-3,1,0,0,0,0,1,0,0,30.25
676,7416,A_pydfs_0.40_Exp,928,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
1512,7417,A_pydfs_0.40_Exp,928,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
4454,7423,A_pydfs_0.40_Exp,928,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
3133,7419,A_pydfs_0.40_Exp,928,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
5255,7420,A_pydfs_0.40_Exp,928,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
2339,7418,A_pydfs_0.40_Exp,928,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
8775,7422,A_pydfs_0.40_Exp,928,SAC,Iman Shumpert,Iman ShumpertSAC,202697,Iman Shumpert,SAC,28,1,1,0,21,5,2,9,22.2,1,3,33.3,0,0,0.0,2,1,3,2,1,0,1,4,13.6,0,0,-3,0,0,0,0,0,0,0,0,13.75
6993,7426,A_pydfs_0.40_Exp,929,CHA,Michael Kidd-Gilchrist,Michael Kidd-GilchristCHA,203077,Michael Kidd-Gilchrist,CHA,25,1,0,1,26,11,5,10,50.0,1,1,100.0,0,0,0.0,3,4,7,0,1,0,3,4,27.4,0,0,-4,1,0,0,0,0,1,0,0,25.75
1513,7425,A_pydfs_0.40_Exp,929,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
5256,7428,A_pydfs_0.40_Exp,929,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
3134,7427,A_pydfs_0.40_Exp,929,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
677,7424,A_pydfs_0.40_Exp,929,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
6810,7430,A_pydfs_0.40_Exp,929,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
2340,7429,A_pydfs_0.40_Exp,929,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
3659,7436,A_pydfs_0.40_Exp,930,SAS,Pau Gasol,Pau GasolSAS,2200,Pau Gasol,SAS,38,1,0,1,14,2,1,3,33.3,0,1,0.0,0,0,0.0,0,6,6,0,1,0,0,2,8.2,0,0,-9,0,0,0,0,0,0,0,0,9.0
3135,7435,A_pydfs_0.40_Exp,930,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
2341,7434,A_pydfs_0.40_Exp,930,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
8999,7439,A_pydfs_0.40_Exp,930,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
1514,7433,A_pydfs_0.40_Exp,930,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
4455,7437,A_pydfs_0.40_Exp,930,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
678,7432,A_pydfs_0.40_Exp,930,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
3136,7443,A_pydfs_0.40_Exp,931,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
8776,7447,A_pydfs_0.40_Exp,931,SAC,Iman Shumpert,Iman ShumpertSAC,202697,Iman Shumpert,SAC,28,1,1,0,21,5,2,9,22.2,1,3,33.3,0,0,0.0,2,1,3,2,1,0,1,4,13.6,0,0,-3,0,0,0,0,0,0,0,0,13.75
5257,7444,A_pydfs_0.40_Exp,931,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
679,7440,A_pydfs_0.40_Exp,931,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
2342,7442,A_pydfs_0.40_Exp,931,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
4456,7445,A_pydfs_0.40_Exp,931,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
1515,7441,A_pydfs_0.40_Exp,931,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
4457,7455,A_pydfs_0.40_Exp,932,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
9233,7454,A_pydfs_0.40_Exp,932,DEN,Juancho Hernangomez,Juancho HernangomezDEN,1627823,Juancho Hernangomez,DEN,23,1,0,1,14,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,0,1,2.2,0,0,-15,0,0,0,0,0,0,0,0,2.25
6132,7453,A_pydfs_0.40_Exp,932,ORL,Evan Fournier,Evan FournierORL,203095,Evan Fournier,ORL,26,1,1,0,39,18,8,15,53.3,2,7,28.6,0,0,0.0,1,2,3,5,0,0,0,2,29.1,0,0,-3,1,0,0,0,0,1,0,0,30.25
3137,7451,A_pydfs_0.40_Exp,932,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
5258,7452,A_pydfs_0.40_Exp,932,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
1516,7449,A_pydfs_0.40_Exp,932,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
680,7448,A_pydfs_0.40_Exp,932,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
2343,7450,A_pydfs_0.40_Exp,932,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
8533,7458,A_pydfs_0.40_Exp,933,OKC,Paul George,Paul GeorgeOKC,202331,Paul George,OKC,28,1,1,0,34,18,5,17,29.4,2,7,28.6,6,6,100.0,0,11,11,4,2,2,0,1,41.2,1,0,15,1,1,0,0,0,2,0,0,41.75
5259,7462,A_pydfs_0.40_Exp,933,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
1517,7456,A_pydfs_0.40_Exp,933,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
7464,7463,A_pydfs_0.40_Exp,933,BOS,Terry Rozier,Terry RozierBOS,1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25
4458,7461,A_pydfs_0.40_Exp,933,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
2344,7457,A_pydfs_0.40_Exp,933,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
3138,7459,A_pydfs_0.40_Exp,933,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
3660,7460,A_pydfs_0.40_Exp,933,SAS,Pau Gasol,Pau GasolSAS,2200,Pau Gasol,SAS,38,1,0,1,14,2,1,3,33.3,0,1,0.0,0,0,0.0,0,6,6,0,1,0,0,2,8.2,0,0,-9,0,0,0,0,0,0,0,0,9.0
5260,7468,A_pydfs_0.40_Exp,934,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
3139,7467,A_pydfs_0.40_Exp,934,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
9234,7471,A_pydfs_0.40_Exp,934,DEN,Juancho Hernangomez,Juancho HernangomezDEN,1627823,Juancho Hernangomez,DEN,23,1,0,1,14,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,0,1,2.2,0,0,-15,0,0,0,0,0,0,0,0,2.25
2345,7466,A_pydfs_0.40_Exp,934,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
681,7464,A_pydfs_0.40_Exp,934,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
1518,7465,A_pydfs_0.40_Exp,934,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
4459,7469,A_pydfs_0.40_Exp,934,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
3140,7475,A_pydfs_0.40_Exp,935,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
6133,7477,A_pydfs_0.40_Exp,935,ORL,Evan Fournier,Evan FournierORL,203095,Evan Fournier,ORL,26,1,1,0,39,18,8,15,53.3,2,7,28.6,0,0,0.0,1,2,3,5,0,0,0,2,29.1,0,0,-3,1,0,0,0,0,1,0,0,30.25
7155,7472,A_pydfs_0.40_Exp,935,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI,1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20.0,0,3,0.0,4,4,100.0,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10.0
6496,7476,A_pydfs_0.40_Exp,935,ORL,Nikola Vucevic,Nikola VucevicORL,202696,Nikola Vucevic,ORL,28,1,1,0,30,16,7,18,38.9,0,4,0.0,2,4,50.0,2,11,13,5,4,0,0,0,35.1,1,0,-21,1,1,0,0,0,2,0,0,37.75
5261,7478,A_pydfs_0.40_Exp,935,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
2346,7474,A_pydfs_0.40_Exp,935,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
1519,7473,A_pydfs_0.40_Exp,935,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
4460,7479,A_pydfs_0.40_Exp,935,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
7734,7486,A_pydfs_0.40_Exp,936,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
5262,7484,A_pydfs_0.40_Exp,936,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
4461,7487,A_pydfs_0.40_Exp,936,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
1520,7485,A_pydfs_0.40_Exp,936,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
682,7481,A_pydfs_0.40_Exp,936,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
2347,7482,A_pydfs_0.40_Exp,936,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
5784,7480,A_pydfs_0.40_Exp,936,DEN,Monte Morris,Monte MorrisDEN,1628420,Monte Morris,DEN,23,1,0,1,29,12,5,11,45.5,1,4,25.0,1,1,100.0,1,3,4,5,1,1,0,2,26.3,0,0,-12,1,0,0,0,0,1,0,0,26.5
3141,7483,A_pydfs_0.40_Exp,936,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
5263,7494,A_pydfs_0.40_Exp,937,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
6497,7492,A_pydfs_0.40_Exp,937,ORL,Nikola Vucevic,Nikola VucevicORL,202696,Nikola Vucevic,ORL,28,1,1,0,30,16,7,18,38.9,0,4,0.0,2,4,50.0,2,11,13,5,4,0,0,0,35.1,1,0,-21,1,1,0,0,0,2,0,0,37.75
3142,7491,A_pydfs_0.40_Exp,937,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
4462,7493,A_pydfs_0.40_Exp,937,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
1521,7489,A_pydfs_0.40_Exp,937,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
7156,7488,A_pydfs_0.40_Exp,937,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI,1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20.0,0,3,0.0,4,4,100.0,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10.0
2348,7490,A_pydfs_0.40_Exp,937,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
1522,7497,A_pydfs_0.40_Exp,938,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
2349,7498,A_pydfs_0.40_Exp,938,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
8777,7503,A_pydfs_0.40_Exp,938,SAC,Iman Shumpert,Iman ShumpertSAC,202697,Iman Shumpert,SAC,28,1,1,0,21,5,2,9,22.2,1,3,33.3,0,0,0.0,2,1,3,2,1,0,1,4,13.6,0,0,-3,0,0,0,0,0,0,0,0,13.75
4463,7501,A_pydfs_0.40_Exp,938,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
683,7496,A_pydfs_0.40_Exp,938,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
5264,7500,A_pydfs_0.40_Exp,938,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
9356,7502,A_pydfs_0.40_Exp,938,UTA,Derrick Favors,Derrick FavorsUTA,202324,Derrick Favors,UTA,27,1,1,0,28,8,4,8,50.0,0,0,0.0,0,0,0.0,2,6,8,0,1,2,1,1,25.6,0,0,10,0,0,0,0,0,0,0,0,23.5
3143,7499,A_pydfs_0.40_Exp,938,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
4464,7509,A_pydfs_0.40_Exp,939,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
2350,7506,A_pydfs_0.40_Exp,939,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
684,7504,A_pydfs_0.40_Exp,939,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
3144,7507,A_pydfs_0.40_Exp,939,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
7735,7510,A_pydfs_0.40_Exp,939,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
5265,7508,A_pydfs_0.40_Exp,939,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
1523,7505,A_pydfs_0.40_Exp,939,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
6676,7511,A_pydfs_0.40_Exp,939,NOP,E'Twaun Moore,E'Twaun MooreNOP,202734,E'Twaun Moore,NOP,29,1,0,1,31,2,1,6,16.7,0,3,0.0,0,0,0.0,0,3,3,2,2,2,0,0,12.6,0,0,-4,0,0,0,0,0,0,0,0,11.75
685,7513,A_pydfs_0.40_Exp,940,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
5266,7516,A_pydfs_0.40_Exp,940,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
7157,7512,A_pydfs_0.40_Exp,940,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI,1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20.0,0,3,0.0,4,4,100.0,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10.0
