Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,James Johnson (11923802),James Johnson,11923802,SF/PF/F/UTIL,4400,DEN@MIA 01/08/2019 07:30PM ET,MIA,17.73
SG/SF,Danny Green (11923793),Danny Green,11923793,SG/SF/F/G/UTIL,4400,ATL@TOR 01/08/2019 07:30PM ET,TOR,20.48
C,Alex Len (11923806),Alex Len,11923806,C/UTIL,4400,ATL@TOR 01/08/2019 07:30PM ET,ATL,21.24
SF/PF,Derrick Jones Jr. (11923812),Derrick Jones Jr.,11923812,SF/PF/F/UTIL,4300,DEN@MIA 01/08/2019 07:30PM ET,MIA,16.34
SG/SF,Josh Okogie (11923816),Josh Okogie,11923816,SG/SF/F/G/UTIL,4300,MIN@OKC 01/08/2019 08:00PM ET,MIN,14.52
PG/SG,T.J. McConnell (11923808),T.J. McConnell,11923808,PG/SG/G/UTIL,4300,WAS@PHI 01/08/2019 07:00PM ET,PHI,16.48
SG/SF,Rodney Hood (11923826),Rodney Hood,11923826,SG/SF/F/G/UTIL,4200,IND@CLE 01/08/2019 07:00PM ET,CLE,21.15
SG/SF,Mikal Bridges (11923821),Mikal Bridges,11923821,SG/SF/F/G/UTIL,4200,SAC@PHO 01/08/2019 09:00PM ET,PHO,17.91
PG/SG,Jeremy Lin (11923834),Jeremy Lin,11923834,PG/SG/G/UTIL,4100,ATL@TOR 01/08/2019 07:30PM ET,ATL,20.19
PG,Tyus Jones (11923838),Tyus Jones,11923838,PG/G/UTIL,4100,MIN@OKC 01/08/2019 08:00PM ET,MIN,15.96
PG,De'Anthony Melton (11923831),De'Anthony Melton,11923831,PG/G/UTIL,4100,SAC@PHO 01/08/2019 09:00PM ET,PHO,16.86
PG/SG,Devonte' Graham (11923841),Devonte' Graham,11923841,PG/SG/G/UTIL,4000,CHA@LAC 01/08/2019 10:30PM ET,CHA,11.16
PG/SG,Patrick Beverley (11923852),Patrick Beverley,11923852,PG/SG/G/UTIL,4000,CHA@LAC 01/08/2019 10:30PM ET,LAC,18.77
C,Cody Zeller (11923856),Cody Zeller,11923856,C/UTIL,4000,CHA@LAC 01/08/2019 10:30PM ET,CHA,22.84
PF/C,Kevon Looney (11923845),Kevon Looney,11923845,PF/C/F/UTIL,4000,NY@GS 01/08/2019 10:30PM ET,GS,18.13
PG,Isaiah Thomas (11923849),Isaiah Thomas,11923849,PG/G/UTIL,4000,DEN@MIA 01/08/2019 07:30PM ET,DEN,0
SF/PF,Juancho Hernangomez (11923866),Juancho Hernangomez,11923866,SF/PF/F/UTIL,3900,DEN@MIA 01/08/2019 07:30PM ET,DEN,20.60
PF,Dario Saric (11923863),Dario Saric,11923863,PF/F/UTIL,3900,MIN@OKC 01/08/2019 08:00PM ET,MIN,21.71
SG/SF,Kelly Oubre Jr. (11923858),Kelly Oubre Jr.,11923858,SG/SF/F/G/UTIL,3900,SAC@PHO 01/08/2019 09:00PM ET,PHO,21.67
SG/SF,Andre Iguodala (11923892),Andre Iguodala,11923892,SG/SF/F/G/UTIL,3800,NY@GS 01/08/2019 10:30PM ET,GS,17.24
PF/C,Kelly Olynyk (11923897),Kelly Olynyk,11923897,PF/C/F/UTIL,3800,DEN@MIA 01/08/2019 07:30PM ET,MIA,20.20
PG,Monte Morris (11923901),Monte Morris,11923901,PG/G/UTIL,3800,DEN@MIA 01/08/2019 07:30PM ET,DEN,21.37
PG/SG,Malik Beasley (11923904),Malik Beasley,11923904,PG/SG/G/UTIL,3800,DEN@MIA 01/08/2019 07:30PM ET,DEN,16.30
SG/SF,Norman Powell (11923879),Norman Powell,11923879,SG/SF/F/G/UTIL,3800,ATL@TOR 01/08/2019 07:30PM ET,TOR,14.29
PG/SG,Jamal Crawford (11923870),Jamal Crawford,11923870,PG/SG/G/UTIL,3800,SAC@PHO 01/08/2019 09:00PM ET,PHO,13.58
SF/PF,Justin Jackson (11923884),Justin Jackson,11923884,SF/PF/F/UTIL,3800,SAC@PHO 01/08/2019 09:00PM ET,SAC,14.59
SG/SF,Furkan Korkmaz (11923874),Furkan Korkmaz,11923874,SG/SF/F/G/UTIL,3800,WAS@PHI 01/08/2019 07:00PM ET,PHI,12.90
SF/PF,Wilson Chandler (11923888),Wilson Chandler,11923888,SF/PF/F/UTIL,3800,WAS@PHI 01/08/2019 07:00PM ET,PHI,17.04
SG/SF,Iman Shumpert (11923911),Iman Shumpert,11923911,SG/SF/F/G/UTIL,3700,SAC@PHO 01/08/2019 09:00PM ET,SAC,19.79
PF,Jonah Bolden (11923908),Jonah Bolden,11923908,PF/F/UTIL,3700,WAS@PHI 01/08/2019 07:00PM ET,PHI,10.08
SG/SF,Tyreke Evans (11923929),Tyreke Evans,11923929,SG/SF/F/G/UTIL,3600,IND@CLE 01/08/2019 07:00PM ET,IND,19.99
SG/SF,Daniel Hamilton (11923918),Daniel Hamilton,11923918,SG/SF/F/G/UTIL,3600,ATL@TOR 01/08/2019 07:30PM ET,ATL,8.75
C,Greg Monroe (11923923),Greg Monroe,11923923,C/UTIL,3600,ATL@TOR 01/08/2019 07:30PM ET,TOR,11.47
PG/SG,Delon Wright (11923925),Delon Wright,11923925,PG/SG/G/UTIL,3600,ATL@TOR 01/08/2019 07:30PM ET,TOR,14.83
C,Ian Mahinmi (11923916),Ian Mahinmi,11923916,C/UTIL,3600,WAS@PHI 01/08/2019 07:00PM ET,WAS,11.77
PG,Cory Joseph (11923951),Cory Joseph,11923951,PG/G/UTIL,3500,IND@CLE 01/08/2019 07:00PM ET,IND,20.22
PF/C,Kyle O'Quinn (11923962),Kyle O'Quinn,11923962,PF/C/F/UTIL,3500,IND@CLE 01/08/2019 07:00PM ET,IND,10.03
PG,Tony Parker (11923934),Tony Parker,11923934,PG/G/UTIL,3500,CHA@LAC 01/08/2019 10:30PM ET,CHA,17.9
PG/SG,Malik Monk (11923954),Malik Monk,11923954,PG/SG/G/UTIL,3500,CHA@LAC 01/08/2019 10:30PM ET,CHA,17.33
SG/SF,Rodney McGruder (11923937),Rodney McGruder,11923937,SG/SF/F/G/UTIL,3500,DEN@MIA 01/08/2019 07:30PM ET,MIA,21.01
SG/SF,Torrey Craig (11923942),Torrey Craig,11923942,SG/SF/F/G/UTIL,3500,DEN@MIA 01/08/2019 07:30PM ET,DEN,13.56
SF/PF,Trey Lyles (11923958),Trey Lyles,11923958,SF/PF/F/UTIL,3500,DEN@MIA 01/08/2019 07:30PM ET,DEN,18.61
PF/C,Richaun Holmes (11923947),Richaun Holmes,11923947,PF/C/F/UTIL,3500,SAC@PHO 01/08/2019 09:00PM ET,PHO,17.43
C,Boban Marjanovic (11923974),Boban Marjanovic,11923974,C/UTIL,3400,CHA@LAC 01/08/2019 10:30PM ET,LAC,15.28
SG,Avery Bradley (11923984),Avery Bradley,11923984,SG/G/UTIL,3400,CHA@LAC 01/08/2019 10:30PM ET,LAC,15.20
PG/SG,Trey Burke (11923966),Trey Burke,11923966,PG/SG/G/UTIL,3400,NY@GS 01/08/2019 10:30PM ET,NY,19.58
SG/SF,Damyean Dotson (11923976),Damyean Dotson,11923976,SG/SF/F/G/UTIL,3400,NY@GS 01/08/2019 10:30PM ET,NY,18.9
PF/C,Jonas Jerebko (11923987),Jonas Jerebko,11923987,PF/C/F/UTIL,3400,NY@GS 01/08/2019 10:30PM ET,GS,17.74
SF/PF,OG Anunoby (11923970),OG Anunoby,11923970,SF/PF/F/UTIL,3400,ATL@TOR 01/08/2019 07:30PM ET,TOR,14.09
SF,Abdel Nader (11923981),Abdel Nader,11923981,SF/F/UTIL,3400,MIN@OKC 01/08/2019 08:00PM ET,OKC,5.60
C,Nerlens Noel (11923991),Nerlens Noel,11923991,C/UTIL,3400,MIN@OKC 01/08/2019 08:00PM ET,OKC,16.41
SF/PF,Anthony Tolliver (11923993),Anthony Tolliver,11923993,SF/PF/F/UTIL,3400,MIN@OKC 01/08/2019 08:00PM ET,MIN,10.68
PF/C,Mike Muscala (11923997),Mike Muscala,11923997,PF/C/F/UTIL,3400,WAS@PHI 01/08/2019 07:00PM ET,PHI,17.42
PG/SG,Matthew Dellavedova (11924001),Matthew Dellavedova,11924001,PG/SG/G/UTIL,3300,IND@CLE 01/08/2019 07:00PM ET,CLE,11.60
SF/PF,Miles Bridges (11924017),Miles Bridges,11924017,SF/PF/F/UTIL,3300,CHA@LAC 01/08/2019 10:30PM ET,CHA,15.16
SF/PF,Michael Kidd-Gilchrist (11924021),Michael Kidd-Gilchrist,11924021,SF/PF/F/UTIL,3300,CHA@LAC 01/08/2019 10:30PM ET,CHA,17.84
PG/SG,Frank Ntilikina (11924005),Frank Ntilikina,11924005,PG/SG/G/UTIL,3300,NY@GS 01/08/2019 10:30PM ET,NY,13.89
PG,Shaun Livingston (11924009),Shaun Livingston,11924009,PG/G/UTIL,3300,NY@GS 01/08/2019 10:30PM ET,GS,12.2
SG/SF,Dion Waiters (11924028),Dion Waiters,11924028,SG/SF/F/G/UTIL,3300,DEN@MIA 01/08/2019 07:30PM ET,MIA,14.5
SG/SF,Alex Abrines (11924012),Alex Abrines,11924012,SG/SF/F/G/UTIL,3300,MIN@OKC 01/08/2019 08:00PM ET,OKC,10.68
PG,Elie Okobo (11924025),Elie Okobo,11924025,PG/G/UTIL,3300,SAC@PHO 01/08/2019 09:00PM ET,PHO,13.22
SF/PF,Jalen Jones (11924033),Jalen Jones,11924033,SF/PF/F/UTIL,3200,IND@CLE 01/08/2019 07:00PM ET,CLE,9.40
C,Ante Zizic (11924042),Ante Zizic,11924042,C/UTIL,3200,IND@CLE 01/08/2019 07:00PM ET,CLE,9.26
SF/PF,Mario Hezonja (11924044),Mario Hezonja,11924044,SF/PF/F/UTIL,3200,NY@GS 01/08/2019 10:30PM ET,NY,13.66
PF/C,Jordan Bell (11924048),Jordan Bell,11924048,PF/C/F/UTIL,3200,NY@GS 01/08/2019 10:30PM ET,GS,9.96
PG/SG,Allonzo Trier (11924081),Allonzo Trier,11924081,PG/SG/G/UTIL,3200,NY@GS 01/08/2019 10:30PM ET,NY,17.62
